Customer_ID,Country,recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFMScore,Category
999.0,Country 2,10,10.0,890,1,1,1,111,Best Customers
1000.0,All,10,10.0,890,1,1,1,111,Best Customers
1000.0,Country 2,10,10.0,890,1,1,1,111,Best Customers
1001.0,All,39,9.0,711,3,1,1,311,Almost Lost
1001.0,Country 2,39,9.0,711,3,1,1,311,Almost Lost
1002.0,All,39,9.0,801,3,1,1,311,Almost Lost
1002.0,Country 2,39,9.0,801,3,1,1,311,Almost Lost
1003.0,All,39,9.0,801,3,1,1,311,Almost Lost
1003.0,Country 2,39,9.0,801,3,1,1,311,Almost Lost
1004.0,All,39,9.0,801,3,1,1,311,Almost Lost
1004.0,Country 2,39,9.0,801,3,1,1,311,Almost Lost
1005.0,All,10,10.0,390,1,1,2,112,Loyal Customers
1005.0,Country 1,10,10.0,390,1,1,2,112,Loyal Customers
1006.0,All,10,10.0,390,1,1,2,112,Loyal Customers
1006.0,Country 1,10,10.0,390,1,1,2,112,Loyal Customers
1007.0,All,10,10.0,390,1,1,2,112,Loyal Customers
1007.0,Country 1,10,10.0,390,1,1,2,112,Loyal Customers
1008.0,All,10,10.0,390,1,1,2,112,Loyal Customers
1008.0,Country 1,10,10.0,390,1,1,2,112,Loyal Customers
1009.0,All,10,10.0,390,1,1,2,112,Loyal Customers
1009.0,Country 1,10,10.0,390,1,1,2,112,Loyal Customers
1010.0,All,10,10.0,390,1,1,2,112,Loyal Customers
1010.0,Country 1,10,10.0,390,1,1,2,112,Loyal Customers
1011.0,All,10,10.0,390,1,1,2,112,Loyal Customers
1011.0,Country 1,10,10.0,390,1,1,2,112,Loyal Customers
1012.0,All,10,10.0,390,1,1,2,112,Loyal Customers
1012.0,Country 1,10,10.0,390,1,1,2,112,Loyal Customers
1013.0,All,223,3.0,117,4,3,3,433,Other
1013.0,Country 1,223,3.0,117,4,3,3,433,Other
1015.0,All,10,10.0,390,1,1,2,112,Loyal Customers
1015.0,Country 1,10,10.0,390,1,1,2,112,Loyal Customers
1016.0,All,223,3.0,117,4,3,3,433,Other
1016.0,Country 1,223,3.0,117,4,3,3,433,Other
1018.0,All,10,10.0,890,1,1,1,111,Best Customers
1018.0,Country 1,10,10.0,890,1,1,1,111,Best Customers
1019.0,All,39,9.0,351,3,1,2,312,Loyal Customers
1019.0,Country 1,39,9.0,351,3,1,2,312,Loyal Customers
1020.0,All,9,10.0,890,1,1,1,111,Best Customers
1020.0,Country 2,9,10.0,890,1,1,1,111,Best Customers
1021.0,All,191,4.0,356,4,2,2,422,Other
1021.0,Country 2,191,4.0,356,4,2,2,422,Other
1022.0,All,191,4.0,356,4,2,2,422,Other
1022.0,Country 2,191,4.0,356,4,2,2,422,Other
1023.0,All,191,4.0,356,4,2,2,422,Other
1023.0,Country 2,191,4.0,356,4,2,2,422,Other
1024.0,All,9,10.0,890,1,1,1,111,Best Customers
1024.0,Country 2,9,10.0,890,1,1,1,111,Best Customers
1025.0,All,38,9.0,801,3,1,1,311,Almost Lost
1025.0,Country 2,38,9.0,801,3,1,1,311,Almost Lost
1026.0,All,9,10.0,390,1,1,2,112,Loyal Customers
1026.0,Country 1,9,10.0,390,1,1,2,112,Loyal Customers
1027.0,All,9,10.0,390,1,1,2,112,Loyal Customers
1027.0,Country 1,9,10.0,390,1,1,2,112,Loyal Customers
1028.0,All,9,10.0,390,1,1,2,112,Loyal Customers
1028.0,Country 1,9,10.0,390,1,1,2,112,Loyal Customers
1029.0,All,9,10.0,390,1,1,2,112,Loyal Customers
1029.0,Country 1,9,10.0,390,1,1,2,112,Loyal Customers
1030.0,All,9,10.0,390,1,1,2,112,Loyal Customers
1030.0,Country 1,9,10.0,390,1,1,2,112,Loyal Customers
1032.0,All,9,10.0,390,1,1,2,112,Loyal Customers
1032.0,Country 1,9,10.0,390,1,1,2,112,Loyal Customers
1033.0,All,38,9.0,351,3,1,2,312,Loyal Customers
1033.0,Country 1,38,9.0,351,3,1,2,312,Loyal Customers
1034.0,All,160,5.0,445,4,2,1,421,Big Spenders
1034.0,Country 2,160,5.0,445,4,2,1,421,Big Spenders
1035.0,All,190,4.0,356,4,2,2,422,Other
1035.0,Country 2,190,4.0,356,4,2,2,422,Other
1036.0,All,68,8.0,712,3,1,1,311,Almost Lost
1036.0,Country 2,68,8.0,712,3,1,1,311,Almost Lost
1037.0,All,68,8.0,712,3,1,1,311,Almost Lost
1037.0,Country 2,68,8.0,712,3,1,1,311,Almost Lost
1038.0,All,160,5.0,445,4,2,1,421,Big Spenders
1038.0,Country 2,160,5.0,445,4,2,1,421,Big Spenders
1039.0,All,37,9.0,711,3,1,1,311,Almost Lost
1039.0,Country 2,37,9.0,711,3,1,1,311,Almost Lost
1040.0,All,37,9.0,801,3,1,1,311,Almost Lost
1040.0,Country 2,37,9.0,801,3,1,1,311,Almost Lost
1041.0,All,37,9.0,711,3,1,1,311,Almost Lost
1041.0,Country 2,37,9.0,711,3,1,1,311,Almost Lost
1042.0,All,190,4.0,356,4,2,2,422,Other
1042.0,Country 2,190,4.0,356,4,2,2,422,Other
1043.0,All,37,9.0,801,3,1,1,311,Almost Lost
1043.0,Country 2,37,9.0,801,3,1,1,311,Almost Lost
1044.0,All,37,9.0,801,3,1,1,311,Almost Lost
1044.0,Country 2,37,9.0,801,3,1,1,311,Almost Lost
1045.0,All,8,10.0,390,1,1,2,112,Loyal Customers
1045.0,Country 1,8,10.0,390,1,1,2,112,Loyal Customers
1046.0,All,8,10.0,390,1,1,2,112,Loyal Customers
1046.0,Country 1,8,10.0,390,1,1,2,112,Loyal Customers
1047.0,All,8,10.0,390,1,1,2,112,Loyal Customers
1047.0,Country 1,8,10.0,390,1,1,2,112,Loyal Customers
1048.0,All,8,10.0,390,1,1,2,112,Loyal Customers
1048.0,Country 1,8,10.0,390,1,1,2,112,Loyal Customers
1049.0,All,8,10.0,390,1,1,2,112,Loyal Customers
1049.0,Country 1,8,10.0,390,1,1,2,112,Loyal Customers
1050.0,All,8,10.0,390,1,1,2,112,Loyal Customers
1050.0,Country 1,8,10.0,390,1,1,2,112,Loyal Customers
1051.0,All,8,10.0,390,1,1,2,112,Loyal Customers
1051.0,Country 1,8,10.0,390,1,1,2,112,Loyal Customers
1053.0,All,190,4.0,356,4,2,2,422,Other
1053.0,Country 1,190,4.0,356,4,2,2,422,Other
1055.0,All,37,9.0,351,3,1,2,312,Loyal Customers
1055.0,Country 1,37,9.0,351,3,1,2,312,Loyal Customers
1056.0,All,37,9.0,801,3,1,1,311,Almost Lost
1056.0,Country 1,37,9.0,801,3,1,1,311,Almost Lost
1057.0,All,128,6.0,534,4,2,1,421,Big Spenders
1057.0,Country 2,128,6.0,534,4,2,1,421,Big Spenders
1058.0,All,98,7.0,623,3,2,1,321,Big Spenders
1058.0,Country 2,98,7.0,623,3,2,1,321,Big Spenders
1059.0,All,189,4.0,356,4,2,2,422,Other
1059.0,Country 2,189,4.0,356,4,2,2,422,Other
1060.0,All,36,9.0,711,3,1,1,311,Almost Lost
1060.0,Country 2,36,9.0,711,3,1,1,311,Almost Lost
1061.0,All,189,4.0,356,4,2,2,422,Other
1061.0,Country 2,189,4.0,356,4,2,2,422,Other
1062.0,All,36,9.0,711,3,1,1,311,Almost Lost
1062.0,Country 2,36,9.0,711,3,1,1,311,Almost Lost
1063.0,All,36,9.0,801,3,1,1,311,Almost Lost
1063.0,Country 2,36,9.0,801,3,1,1,311,Almost Lost
1064.0,All,36,9.0,801,3,1,1,311,Almost Lost
1064.0,Country 2,36,9.0,801,3,1,1,311,Almost Lost
1065.0,All,7,10.0,390,1,1,2,112,Loyal Customers
1065.0,Country 1,7,10.0,390,1,1,2,112,Loyal Customers
1066.0,All,7,10.0,390,1,1,2,112,Loyal Customers
1066.0,Country 1,7,10.0,390,1,1,2,112,Loyal Customers
1067.0,All,7,10.0,390,1,1,2,112,Loyal Customers
1067.0,Country 1,7,10.0,390,1,1,2,112,Loyal Customers
1068.0,All,7,10.0,390,1,1,2,112,Loyal Customers
1068.0,Country 1,7,10.0,390,1,1,2,112,Loyal Customers
1069.0,All,7,10.0,390,1,1,2,112,Loyal Customers
1069.0,Country 1,7,10.0,390,1,1,2,112,Loyal Customers
1073.0,All,7,10.0,990,1,1,1,111,Best Customers
1073.0,Country 1,7,10.0,990,1,1,1,111,Best Customers
1075.0,All,36,9.0,351,3,1,2,312,Loyal Customers
1075.0,Country 1,36,9.0,351,3,1,2,312,Loyal Customers
1076.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1076.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1077.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1077.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1078.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1078.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1079.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1079.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1080.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1080.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1081.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1081.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1082.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1082.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1083.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1083.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1084.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1084.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1085.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1085.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1086.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1086.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1087.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1087.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1088.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1088.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1089.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1089.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1090.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1090.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1091.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1091.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1092.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1092.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1093.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1093.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1094.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1094.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1095.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1095.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1096.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1096.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1097.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1097.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1098.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1098.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1099.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1099.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1100.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1100.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1101.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1101.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1102.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1102.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1103.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1103.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1104.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1104.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1105.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1105.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1106.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1106.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1107.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1107.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1108.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1108.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1109.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1109.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1110.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1110.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1111.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1111.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1112.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1112.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1113.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1113.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1114.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1114.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1115.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1115.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1116.0,All,6,10.0,390,1,1,2,112,Loyal Customers
1116.0,Country 1,6,10.0,390,1,1,2,112,Loyal Customers
1117.0,All,35,9.0,351,3,1,2,312,Loyal Customers
1117.0,Country 1,35,9.0,351,3,1,2,312,Loyal Customers
1118.0,All,127,6.0,234,4,2,2,422,Other
1118.0,Country 1,127,6.0,234,4,2,2,422,Other
1119.0,All,66,8.0,312,3,1,2,312,Loyal Customers
1119.0,Country 1,66,8.0,312,3,1,2,312,Loyal Customers
1121.0,All,97,7.0,623,3,2,1,321,Big Spenders
1121.0,Country 1,97,7.0,623,3,2,1,321,Big Spenders
1122.0,All,6,10.0,900,1,1,1,111,Best Customers
1122.0,Country 1,6,10.0,900,1,1,1,111,Best Customers
1124.0,All,35,9.0,351,3,1,2,312,Loyal Customers
1124.0,Country 1,35,9.0,351,3,1,2,312,Loyal Customers
1125.0,All,218,3.0,267,4,3,2,432,Other
1125.0,Country 2,218,3.0,267,4,3,2,432,Other
1126.0,All,126,6.0,534,4,2,1,421,Big Spenders
1126.0,Country 2,126,6.0,534,4,2,1,421,Big Spenders
1127.0,All,187,4.0,356,4,2,2,422,Other
1127.0,Country 2,187,4.0,356,4,2,2,422,Other
1128.0,All,34,9.0,711,3,1,1,311,Almost Lost
1128.0,Country 2,34,9.0,711,3,1,1,311,Almost Lost
1129.0,All,187,4.0,356,4,2,2,422,Other
1129.0,Country 2,187,4.0,356,4,2,2,422,Other
1130.0,All,34,9.0,801,3,1,1,311,Almost Lost
1130.0,Country 2,34,9.0,801,3,1,1,311,Almost Lost
1131.0,All,96,7.0,623,3,2,1,321,Big Spenders
1131.0,Country 2,96,7.0,623,3,2,1,321,Big Spenders
1132.0,All,34,9.0,801,3,1,1,311,Almost Lost
1132.0,Country 2,34,9.0,801,3,1,1,311,Almost Lost
1133.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1133.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1134.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1134.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1135.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1135.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1136.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1136.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1137.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1137.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1138.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1138.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1139.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1139.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1140.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1140.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1141.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1141.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1142.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1142.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1143.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1143.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1144.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1144.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1145.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1145.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1146.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1146.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1147.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1147.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1148.0,All,33,9.0,351,2,1,2,212,Loyal Customers
1148.0,Country 1,33,9.0,351,2,1,2,212,Loyal Customers
1149.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1149.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1150.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1150.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1151.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1151.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1152.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1152.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1153.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1153.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1154.0,All,5,10.0,390,1,1,2,112,Loyal Customers
1154.0,Country 1,5,10.0,390,1,1,2,112,Loyal Customers
1156.0,All,34,9.0,351,3,1,2,312,Loyal Customers
1156.0,Country 1,34,9.0,351,3,1,2,312,Loyal Customers
1157.0,All,65,8.0,312,3,1,2,312,Loyal Customers
1157.0,Country 1,65,8.0,312,3,1,2,312,Loyal Customers
1158.0,All,34,9.0,351,3,1,2,312,Loyal Customers
1158.0,Country 1,34,9.0,351,3,1,2,312,Loyal Customers
1159.0,All,34,9.0,351,3,1,2,312,Loyal Customers
1159.0,Country 1,34,9.0,351,3,1,2,312,Loyal Customers
1160.0,All,34,9.0,351,3,1,2,312,Loyal Customers
1160.0,Country 1,34,9.0,351,3,1,2,312,Loyal Customers
1161.0,All,34,9.0,351,3,1,2,312,Loyal Customers
1161.0,Country 1,34,9.0,351,3,1,2,312,Loyal Customers
1162.0,All,34,9.0,351,3,1,2,312,Loyal Customers
1162.0,Country 1,34,9.0,351,3,1,2,312,Loyal Customers
1163.0,All,34,9.0,351,3,1,2,312,Loyal Customers
1163.0,Country 1,34,9.0,351,3,1,2,312,Loyal Customers
1164.0,All,34,9.0,351,3,1,2,312,Loyal Customers
1164.0,Country 1,34,9.0,351,3,1,2,312,Loyal Customers
1166.0,All,125,6.0,534,4,2,1,421,Big Spenders
1166.0,Country 2,125,6.0,534,4,2,1,421,Big Spenders
1167.0,All,186,4.0,356,4,2,2,422,Other
1167.0,Country 2,186,4.0,356,4,2,2,422,Other
1168.0,All,125,6.0,534,4,2,1,421,Big Spenders
1168.0,Country 2,125,6.0,534,4,2,1,421,Big Spenders
1169.0,All,33,9.0,711,2,1,1,211,Loyal Customers
1169.0,Country 2,33,9.0,711,2,1,1,211,Loyal Customers
1170.0,All,186,4.0,356,4,2,2,422,Other
1170.0,Country 2,186,4.0,356,4,2,2,422,Other
1171.0,All,33,9.0,801,2,1,1,211,Loyal Customers
1171.0,Country 2,33,9.0,801,2,1,1,211,Loyal Customers
1172.0,All,33,9.0,711,2,1,1,211,Loyal Customers
1172.0,Country 2,33,9.0,711,2,1,1,211,Loyal Customers
1173.0,All,125,6.0,534,4,2,1,421,Big Spenders
1173.0,Country 2,125,6.0,534,4,2,1,421,Big Spenders
1174.0,All,33,9.0,801,2,1,1,211,Loyal Customers
1174.0,Country 2,33,9.0,801,2,1,1,211,Loyal Customers
1175.0,All,33,9.0,801,2,1,1,211,Loyal Customers
1175.0,Country 2,33,9.0,801,2,1,1,211,Loyal Customers
1176.0,All,4,10.0,390,1,1,2,112,Loyal Customers
1176.0,Country 1,4,10.0,390,1,1,2,112,Loyal Customers
1177.0,All,4,10.0,390,1,1,2,112,Loyal Customers
1177.0,Country 1,4,10.0,390,1,1,2,112,Loyal Customers
1178.0,All,4,10.0,390,1,1,2,112,Loyal Customers
1178.0,Country 1,4,10.0,390,1,1,2,112,Loyal Customers
1179.0,All,4,10.0,390,1,1,2,112,Loyal Customers
1179.0,Country 1,4,10.0,390,1,1,2,112,Loyal Customers
1180.0,All,4,10.0,390,1,1,2,112,Loyal Customers
1180.0,Country 1,4,10.0,390,1,1,2,112,Loyal Customers
1181.0,All,4,10.0,390,1,1,2,112,Loyal Customers
1181.0,Country 1,4,10.0,390,1,1,2,112,Loyal Customers
1182.0,All,156,5.0,195,4,2,2,422,Other
1182.0,Country 1,156,5.0,195,4,2,2,422,Other
1183.0,All,4,10.0,390,1,1,2,112,Loyal Customers
1183.0,Country 1,4,10.0,390,1,1,2,112,Loyal Customers
1184.0,All,4,10.0,890,1,1,1,111,Best Customers
1184.0,Country 1,4,10.0,890,1,1,1,111,Best Customers
1186.0,All,4,10.0,890,1,1,1,111,Best Customers
1186.0,Country 1,4,10.0,890,1,1,1,111,Best Customers
1187.0,All,33,9.0,351,2,1,2,212,Loyal Customers
1187.0,Country 1,33,9.0,351,2,1,2,212,Loyal Customers
1188.0,All,33,9.0,351,2,1,2,212,Loyal Customers
1188.0,Country 1,33,9.0,351,2,1,2,212,Loyal Customers
1189.0,All,33,9.0,351,2,1,2,212,Loyal Customers
1189.0,Country 1,33,9.0,351,2,1,2,212,Loyal Customers
1190.0,All,33,9.0,351,2,1,2,212,Loyal Customers
1190.0,Country 1,33,9.0,351,2,1,2,212,Loyal Customers
1191.0,All,33,9.0,351,2,1,2,212,Loyal Customers
1191.0,Country 1,33,9.0,351,2,1,2,212,Loyal Customers
1192.0,All,185,4.0,356,4,2,2,422,Other
1192.0,Country 2,185,4.0,356,4,2,2,422,Other
1193.0,All,216,3.0,267,4,3,2,432,Other
1193.0,Country 2,216,3.0,267,4,3,2,432,Other
1194.0,All,185,4.0,356,4,2,2,422,Other
1194.0,Country 2,185,4.0,356,4,2,2,422,Other
1195.0,All,216,3.0,267,4,3,2,432,Other
1195.0,Country 2,216,3.0,267,4,3,2,432,Other
1196.0,All,32,9.0,711,2,1,1,211,Loyal Customers
1196.0,Country 2,32,9.0,711,2,1,1,211,Loyal Customers
1197.0,All,32,9.0,711,2,1,1,211,Loyal Customers
1197.0,Country 2,32,9.0,711,2,1,1,211,Loyal Customers
1198.0,All,3,10.0,890,1,1,1,111,Best Customers
1198.0,Country 2,3,10.0,890,1,1,1,111,Best Customers
1199.0,All,32,9.0,711,2,1,1,211,Loyal Customers
1199.0,Country 2,32,9.0,711,2,1,1,211,Loyal Customers
1200.0,All,3,10.0,390,1,1,2,112,Loyal Customers
1200.0,Country 1,3,10.0,390,1,1,2,112,Loyal Customers
1201.0,All,3,10.0,390,1,1,2,112,Loyal Customers
1201.0,Country 1,3,10.0,390,1,1,2,112,Loyal Customers
1202.0,All,3,10.0,390,1,1,2,112,Loyal Customers
1202.0,Country 1,3,10.0,390,1,1,2,112,Loyal Customers
1206.0,All,32,9.0,351,2,1,2,212,Loyal Customers
1206.0,Country 1,32,9.0,351,2,1,2,212,Loyal Customers
1207.0,All,32,9.0,801,2,1,1,211,Loyal Customers
1207.0,Country 1,32,9.0,801,2,1,1,211,Loyal Customers
1208.0,All,184,4.0,356,4,2,2,422,Other
1208.0,Country 2,184,4.0,356,4,2,2,422,Other
1209.0,All,2,9.0,801,1,1,1,111,Best Customers
1209.0,Country 2,2,9.0,801,1,1,1,111,Best Customers
1210.0,All,2,9.0,801,1,1,1,111,Best Customers
1210.0,Country 2,2,9.0,801,1,1,1,111,Best Customers
1211.0,All,2,9.0,351,1,1,2,112,Loyal Customers
1211.0,Country 1,2,9.0,351,1,1,2,112,Loyal Customers
1212.0,All,2,9.0,351,1,1,2,112,Loyal Customers
1212.0,Country 1,2,9.0,351,1,1,2,112,Loyal Customers
1213.0,All,2,9.0,351,1,1,2,112,Loyal Customers
1213.0,Country 1,2,9.0,351,1,1,2,112,Loyal Customers
1214.0,All,2,9.0,351,1,1,2,112,Loyal Customers
1214.0,Country 1,2,9.0,351,1,1,2,112,Loyal Customers
1215.0,All,2,9.0,351,1,1,2,112,Loyal Customers
1215.0,Country 1,2,9.0,351,1,1,2,112,Loyal Customers
1216.0,All,2,9.0,351,1,1,2,112,Loyal Customers
1216.0,Country 1,2,9.0,351,1,1,2,112,Loyal Customers
1217.0,All,31,9.0,351,2,1,2,212,Loyal Customers
1217.0,Country 1,31,9.0,351,2,1,2,212,Loyal Customers
1218.0,All,2,9.0,351,1,1,2,112,Loyal Customers
1218.0,Country 1,2,9.0,351,1,1,2,112,Loyal Customers
1219.0,All,31,9.0,891,2,1,1,211,Loyal Customers
1219.0,Country 1,31,9.0,891,2,1,1,211,Loyal Customers
1220.0,All,31,9.0,801,2,1,1,211,Loyal Customers
1220.0,Country 1,31,9.0,801,2,1,1,211,Loyal Customers
1221.0,All,31,9.0,801,2,1,1,211,Loyal Customers
1221.0,Country 1,31,9.0,801,2,1,1,211,Loyal Customers
1222.0,All,31,9.0,351,2,1,2,212,Loyal Customers
1222.0,Country 1,31,9.0,351,2,1,2,212,Loyal Customers
1223.0,All,183,4.0,356,4,2,2,422,Other
1223.0,Country 2,183,4.0,356,4,2,2,422,Other
1224.0,All,213,3.0,267,4,3,2,432,Other
1224.0,Country 2,213,3.0,267,4,3,2,432,Other
1225.0,All,60,8.0,632,3,1,1,311,Almost Lost
1225.0,Country 2,60,8.0,632,3,1,1,311,Almost Lost
1226.0,All,60,8.0,712,3,1,1,311,Almost Lost
1226.0,Country 2,60,8.0,712,3,1,1,311,Almost Lost
1227.0,All,31,9.0,351,2,1,2,212,Loyal Customers
1227.0,Country 1,31,9.0,351,2,1,2,212,Loyal Customers
1228.0,All,31,9.0,351,2,1,2,212,Loyal Customers
1228.0,Country 1,31,9.0,351,2,1,2,212,Loyal Customers
1229.0,All,31,9.0,351,2,1,2,212,Loyal Customers
1229.0,Country 1,31,9.0,351,2,1,2,212,Loyal Customers
1230.0,All,31,9.0,351,2,1,2,212,Loyal Customers
1230.0,Country 1,31,9.0,351,2,1,2,212,Loyal Customers
1231.0,All,31,9.0,351,2,1,2,212,Loyal Customers
1231.0,Country 1,31,9.0,351,2,1,2,212,Loyal Customers
1232.0,All,31,9.0,351,2,1,2,212,Loyal Customers
1232.0,Country 1,31,9.0,351,2,1,2,212,Loyal Customers
1233.0,All,31,9.0,351,2,1,2,212,Loyal Customers
1233.0,Country 1,31,9.0,351,2,1,2,212,Loyal Customers
1236.0,All,213,3.0,297,4,3,2,432,Other
1236.0,Country 1,213,3.0,297,4,3,2,432,Other
1237.0,All,60,8.0,312,3,1,2,312,Loyal Customers
1237.0,Country 1,60,8.0,312,3,1,2,312,Loyal Customers
1238.0,All,60,8.0,312,3,1,2,312,Loyal Customers
