Customer_ID,Country,recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFMScore
1957.0,All,56,7.0,623,3,2,1,321
1957.0,Country 2,56,7.0,623,3,2,1,321
1958.0,All,56,7.0,623,3,2,1,321
1958.0,Country 2,56,7.0,623,3,2,1,321
1959.0,All,56,7.0,623,3,2,1,321
1959.0,Country 2,56,7.0,623,3,2,1,321
1960.0,All,56,7.0,623,3,2,1,321
1960.0,Country 2,56,7.0,623,3,2,1,321
1961.0,All,56,7.0,623,3,2,1,321
1961.0,Country 2,56,7.0,623,3,2,1,321
1962.0,All,56,7.0,623,3,2,1,321
1962.0,Country 2,56,7.0,623,3,2,1,321
1966.0,All,27,8.0,712,2,1,1,211
1966.0,Country 1,27,8.0,712,2,1,1,211
1967.0,All,56,7.0,693,3,2,1,321
1967.0,Country 1,56,7.0,693,3,2,1,321
1968.0,All,87,6.0,534,3,2,1,321
1968.0,Country 1,87,6.0,534,3,2,1,321
1969.0,All,56,7.0,273,3,2,2,322
1969.0,Country 1,56,7.0,273,3,2,2,322
1971.0,All,56,7.0,623,3,2,1,321
1971.0,Country 1,56,7.0,623,3,2,1,321
1972.0,All,209,2.0,178,4,3,3,433
1972.0,Country 1,209,2.0,178,4,3,3,433
1973.0,All,118,5.0,445,4,2,1,421
1973.0,Country 1,118,5.0,445,4,2,1,421
1974.0,All,118,5.0,445,4,2,1,421
1974.0,Country 1,118,5.0,445,4,2,1,421
1975.0,All,118,5.0,445,4,2,1,421
1975.0,Country 1,118,5.0,445,4,2,1,421
1976.0,All,208,2.0,178,4,3,3,433
1976.0,Country 2,208,2.0,178,4,3,3,433
1977.0,All,208,2.0,178,4,3,3,433
1977.0,Country 2,208,2.0,178,4,3,3,433
1978.0,All,208,2.0,178,4,3,3,433
1978.0,Country 2,208,2.0,178,4,3,3,433
1979.0,All,208,2.0,178,4,3,3,433
1979.0,Country 2,208,2.0,178,4,3,3,433
1980.0,All,147,4.0,356,4,2,2,422
1980.0,Country 2,147,4.0,356,4,2,2,422
1981.0,All,55,7.0,623,3,2,1,321
1981.0,Country 2,55,7.0,623,3,2,1,321
1982.0,All,55,7.0,623,3,2,1,321
1982.0,Country 2,55,7.0,623,3,2,1,321
1983.0,All,55,7.0,623,3,2,1,321
1983.0,Country 2,55,7.0,623,3,2,1,321
1984.0,All,55,7.0,553,3,2,1,321
1984.0,Country 2,55,7.0,553,3,2,1,321
1985.0,All,178,3.0,267,4,3,2,432
1985.0,Country 2,178,3.0,267,4,3,2,432
1986.0,All,55,7.0,623,3,2,1,321
1986.0,Country 2,55,7.0,623,3,2,1,321
1987.0,All,55,7.0,623,3,2,1,321
1987.0,Country 2,55,7.0,623,3,2,1,321
1988.0,All,55,7.0,623,3,2,1,321
1988.0,Country 2,55,7.0,623,3,2,1,321
1989.0,All,208,2.0,78,4,3,4,434
1989.0,Country 1,208,2.0,78,4,3,4,434
1991.0,All,239,1.0,89,4,4,4,444
1991.0,Country 1,239,1.0,89,4,4,4,444
1992.0,All,54,7.0,623,3,2,1,321
1992.0,Country 2,54,7.0,623,3,2,1,321
1993.0,All,25,8.0,712,2,1,1,211
1993.0,Country 1,25,8.0,712,2,1,1,211
1994.0,All,25,8.0,312,2,1,2,212
1994.0,Country 1,25,8.0,312,2,1,2,212
1995.0,All,116,5.0,445,4,2,1,421
1995.0,Country 1,116,5.0,445,4,2,1,421
1996.0,All,207,2.0,78,4,3,4,434
1996.0,Country 1,207,2.0,78,4,3,4,434
1997.0,All,25,8.0,312,2,1,2,212
1997.0,Country 1,25,8.0,312,2,1,2,212
1999.0,All,25,8.0,312,2,1,2,212
1999.0,Country 1,25,8.0,312,2,1,2,212
2002.0,All,177,3.0,297,4,3,2,432
2002.0,Country 1,177,3.0,297,4,3,2,432
2003.0,All,177,3.0,267,4,3,2,432
2003.0,Country 1,177,3.0,267,4,3,2,432
2006.0,All,24,8.0,662,2,1,1,211
2006.0,Country 2,24,8.0,662,2,1,1,211
2007.0,All,176,3.0,267,4,3,2,432
2007.0,Country 2,176,3.0,267,4,3,2,432
2008.0,All,237,1.0,89,4,4,4,444
2008.0,Country 2,237,1.0,89,4,4,4,444
2009.0,All,206,2.0,178,4,3,3,433
2009.0,Country 2,206,2.0,178,4,3,3,433
2010.0,All,237,1.0,89,4,4,4,444
2010.0,Country 2,237,1.0,89,4,4,4,444
2011.0,All,206,2.0,178,4,3,3,433
2011.0,Country 2,206,2.0,178,4,3,3,433
2012.0,All,176,3.0,267,4,3,2,432
2012.0,Country 2,176,3.0,267,4,3,2,432
2013.0,All,237,1.0,89,4,4,4,444
2013.0,Country 2,237,1.0,89,4,4,4,444
2014.0,All,53,7.0,623,3,2,1,321
2014.0,Country 2,53,7.0,623,3,2,1,321
2015.0,All,84,6.0,534,3,2,1,321
2015.0,Country 2,84,6.0,534,3,2,1,321
2016.0,All,206,2.0,178,4,3,3,433
2016.0,Country 2,206,2.0,178,4,3,3,433
2017.0,All,115,5.0,445,4,2,1,421
2017.0,Country 2,115,5.0,445,4,2,1,421
2018.0,All,176,3.0,267,4,3,2,432
2018.0,Country 2,176,3.0,267,4,3,2,432
2019.0,All,24,8.0,712,2,1,1,211
2019.0,Country 2,24,8.0,712,2,1,1,211
2020.0,All,53,7.0,623,3,2,1,321
2020.0,Country 2,53,7.0,623,3,2,1,321
2021.0,All,176,3.0,267,4,3,2,432
2021.0,Country 2,176,3.0,267,4,3,2,432
2022.0,All,53,7.0,623,3,2,1,321
2022.0,Country 2,53,7.0,623,3,2,1,321
2023.0,All,206,2.0,178,4,3,3,433
2023.0,Country 2,206,2.0,178,4,3,3,433
2024.0,All,53,7.0,623,3,2,1,321
2024.0,Country 2,53,7.0,623,3,2,1,321
2026.0,All,206,2.0,78,4,3,4,434
2026.0,Country 1,206,2.0,78,4,3,4,434
2027.0,All,84,6.0,234,3,2,2,322
2027.0,Country 1,84,6.0,234,3,2,2,322
2030.0,All,24,8.0,312,2,1,2,212
2030.0,Country 1,24,8.0,312,2,1,2,212
2032.0,All,24,8.0,712,2,1,1,211
2032.0,Country 1,24,8.0,712,2,1,1,211
2034.0,All,24,8.0,712,2,1,1,211
2034.0,Country 1,24,8.0,712,2,1,1,211
2036.0,All,206,2.0,78,4,3,4,434
2036.0,Country 1,206,2.0,78,4,3,4,434
2037.0,All,53,7.0,273,3,2,2,322
2037.0,Country 1,53,7.0,273,3,2,2,322
2039.0,All,205,2.0,178,4,3,3,433
2039.0,Country 2,205,2.0,178,4,3,3,433
2040.0,All,23,8.0,712,2,1,1,211
2040.0,Country 2,23,8.0,712,2,1,1,211
2041.0,All,83,6.0,534,3,2,1,321
2041.0,Country 2,83,6.0,534,3,2,1,321
2042.0,All,23,8.0,712,2,1,1,211
2042.0,Country 2,23,8.0,712,2,1,1,211
2043.0,All,52,7.0,623,3,2,1,321
2043.0,Country 2,52,7.0,623,3,2,1,321
2044.0,All,52,7.0,623,3,2,1,321
2044.0,Country 2,52,7.0,623,3,2,1,321
2045.0,All,52,7.0,623,3,2,1,321
2045.0,Country 2,52,7.0,623,3,2,1,321
2046.0,All,52,7.0,623,3,2,1,321
2046.0,Country 2,52,7.0,623,3,2,1,321
2049.0,All,83,6.0,534,3,2,1,321
2049.0,Country 1,83,6.0,534,3,2,1,321
2050.0,All,83,6.0,594,3,2,1,321
2050.0,Country 1,83,6.0,594,3,2,1,321
2051.0,All,174,3.0,267,4,3,2,432
2051.0,Country 2,174,3.0,267,4,3,2,432
2052.0,All,82,6.0,534,3,2,1,321
2052.0,Country 2,82,6.0,534,3,2,1,321
2053.0,All,143,4.0,356,4,2,2,422
2053.0,Country 2,143,4.0,356,4,2,2,422
2054.0,All,204,2.0,178,4,3,3,433
2054.0,Country 2,204,2.0,178,4,3,3,433
2055.0,All,204,2.0,178,4,3,3,433
2055.0,Country 2,204,2.0,178,4,3,3,433
2056.0,All,235,1.0,89,4,4,4,444
2056.0,Country 2,235,1.0,89,4,4,4,444
2057.0,All,113,5.0,445,3,2,1,321
2057.0,Country 2,113,5.0,445,3,2,1,321
2058.0,All,22,8.0,712,2,1,1,211
2058.0,Country 2,22,8.0,712,2,1,1,211
2059.0,All,51,7.0,623,3,2,1,321
2059.0,Country 2,51,7.0,623,3,2,1,321
2060.0,All,51,7.0,623,3,2,1,321
2060.0,Country 2,51,7.0,623,3,2,1,321
2061.0,All,51,7.0,623,3,2,1,321
2061.0,Country 2,51,7.0,623,3,2,1,321
2062.0,All,51,7.0,623,3,2,1,321
2062.0,Country 2,51,7.0,623,3,2,1,321
2063.0,All,204,2.0,178,4,3,3,433
2063.0,Country 2,204,2.0,178,4,3,3,433
2064.0,All,22,8.0,312,2,1,2,212
2064.0,Country 1,22,8.0,312,2,1,2,212
2065.0,All,22,8.0,662,2,1,1,211
2065.0,Country 1,22,8.0,662,2,1,1,211
2068.0,All,51,7.0,273,3,2,2,322
2068.0,Country 1,51,7.0,273,3,2,2,322
2069.0,All,51,7.0,273,3,2,2,322
2069.0,Country 1,51,7.0,273,3,2,2,322
2070.0,All,51,7.0,273,3,2,2,322
2070.0,Country 1,51,7.0,273,3,2,2,322
2071.0,All,50,7.0,623,3,2,1,321
2071.0,Country 2,50,7.0,623,3,2,1,321
2072.0,All,173,3.0,267,4,3,2,432
2072.0,Country 2,173,3.0,267,4,3,2,432
2073.0,All,203,2.0,178,4,3,3,433
2073.0,Country 2,203,2.0,178,4,3,3,433
2074.0,All,203,2.0,178,4,3,3,433
2074.0,Country 2,203,2.0,178,4,3,3,433
2075.0,All,203,2.0,178,4,3,3,433
2075.0,Country 2,203,2.0,178,4,3,3,433
2076.0,All,203,2.0,178,4,3,3,433
2076.0,Country 2,203,2.0,178,4,3,3,433
2077.0,All,112,5.0,445,3,2,1,321
2077.0,Country 2,112,5.0,445,3,2,1,321
2078.0,All,50,7.0,623,3,2,1,321
2078.0,Country 2,50,7.0,623,3,2,1,321
2079.0,All,50,7.0,623,3,2,1,321
2079.0,Country 2,50,7.0,623,3,2,1,321
2080.0,All,50,7.0,623,3,2,1,321
2080.0,Country 2,50,7.0,623,3,2,1,321
2081.0,All,50,7.0,623,3,2,1,321
2081.0,Country 2,50,7.0,623,3,2,1,321
2082.0,All,21,8.0,312,2,1,2,212
2082.0,Country 1,21,8.0,312,2,1,2,212
2083.0,All,203,2.0,78,4,3,4,434
2083.0,Country 1,203,2.0,78,4,3,4,434
2086.0,All,21,8.0,312,2,1,2,212
2086.0,Country 1,21,8.0,312,2,1,2,212
2087.0,All,21,8.0,362,2,1,2,212
2087.0,Country 1,21,8.0,362,2,1,2,212
2088.0,All,50,7.0,623,3,2,1,321
2088.0,Country 1,50,7.0,623,3,2,1,321
2089.0,All,203,2.0,178,4,3,3,433
2089.0,Country 1,203,2.0,178,4,3,3,433
2091.0,All,142,4.0,396,4,2,1,421
2091.0,Country 1,142,4.0,396,4,2,1,421
2092.0,All,142,4.0,156,4,2,3,423
2092.0,Country 1,142,4.0,156,4,2,3,423
2093.0,All,20,8.0,712,2,1,1,211
2093.0,Country 2,20,8.0,712,2,1,1,211
2094.0,All,202,2.0,178,4,3,3,433
2094.0,Country 2,202,2.0,178,4,3,3,433
2095.0,All,202,2.0,178,4,3,3,433
2095.0,Country 2,202,2.0,178,4,3,3,433
2096.0,All,20,8.0,712,2,1,1,211
2096.0,Country 2,20,8.0,712,2,1,1,211
2097.0,All,20,8.0,712,2,1,1,211
2097.0,Country 2,20,8.0,712,2,1,1,211
2098.0,All,20,8.0,712,2,1,1,211
2098.0,Country 2,20,8.0,712,2,1,1,211
2099.0,All,141,4.0,356,4,2,2,422
2099.0,Country 2,141,4.0,356,4,2,2,422
2100.0,All,49,7.0,623,3,2,1,321
2100.0,Country 2,49,7.0,623,3,2,1,321
2101.0,All,49,7.0,623,3,2,1,321
2101.0,Country 2,49,7.0,623,3,2,1,321
2102.0,All,141,4.0,356,4,2,2,422
2102.0,Country 2,141,4.0,356,4,2,2,422
2103.0,All,49,7.0,623,3,2,1,321
2103.0,Country 2,49,7.0,623,3,2,1,321
2104.0,All,20,8.0,662,2,1,1,211
2104.0,Country 1,20,8.0,662,2,1,1,211
2105.0,All,20,8.0,712,2,1,1,211
2105.0,Country 1,20,8.0,712,2,1,1,211
2106.0,All,20,8.0,312,2,1,2,212
2106.0,Country 1,20,8.0,312,2,1,2,212
2107.0,All,20,8.0,792,2,1,1,211
2107.0,Country 1,20,8.0,792,2,1,1,211
2108.0,All,20,8.0,312,2,1,2,212
2108.0,Country 1,20,8.0,312,2,1,2,212
2109.0,All,20,8.0,312,2,1,2,212
2109.0,Country 1,20,8.0,312,2,1,2,212
2111.0,All,20,8.0,312,2,1,2,212
2111.0,Country 1,20,8.0,312,2,1,2,212
2112.0,All,20,8.0,312,2,1,2,212
2112.0,Country 1,20,8.0,312,2,1,2,212
2113.0,All,20,8.0,312,2,1,2,212
2113.0,Country 1,20,8.0,312,2,1,2,212
2117.0,All,233,1.0,89,4,4,4,444
2117.0,Country 1,233,1.0,89,4,4,4,444
2118.0,All,20,8.0,712,2,1,1,211
2118.0,Country 1,20,8.0,712,2,1,1,211
2121.0,All,20,8.0,712,2,1,1,211
2121.0,Country 1,20,8.0,712,2,1,1,211
2124.0,All,20,8.0,792,2,1,1,211
2124.0,Country 1,20,8.0,792,2,1,1,211
2125.0,All,20,8.0,792,2,1,1,211
2125.0,Country 1,20,8.0,792,2,1,1,211
2126.0,All,20,8.0,792,2,1,1,211
2126.0,Country 1,20,8.0,792,2,1,1,211
2127.0,All,233,1.0,89,4,4,4,444
2127.0,Country 1,233,1.0,89,4,4,4,444
2129.0,All,49,7.0,623,3,2,1,321
2129.0,Country 1,49,7.0,623,3,2,1,321
2130.0,All,201,2.0,178,4,3,3,433
2130.0,Country 2,201,2.0,178,4,3,3,433
2131.0,All,48,7.0,623,3,2,1,321
2131.0,Country 2,48,7.0,623,3,2,1,321
2132.0,All,140,4.0,356,4,2,2,422
2132.0,Country 2,140,4.0,356,4,2,2,422
2133.0,All,110,5.0,445,3,2,1,321
2133.0,Country 2,110,5.0,445,3,2,1,321
2134.0,All,201,2.0,178,4,3,3,433
2134.0,Country 2,201,2.0,178,4,3,3,433
2135.0,All,140,4.0,356,4,2,2,422
2135.0,Country 2,140,4.0,356,4,2,2,422
2136.0,All,201,2.0,178,4,3,3,433
2136.0,Country 2,201,2.0,178,4,3,3,433
2137.0,All,171,3.0,267,4,3,2,432
2137.0,Country 2,171,3.0,267,4,3,2,432
2138.0,All,48,7.0,623,3,2,1,321
2138.0,Country 2,48,7.0,623,3,2,1,321
2139.0,All,201,2.0,178,4,3,3,433
2139.0,Country 2,201,2.0,178,4,3,3,433
2140.0,All,140,4.0,356,4,2,2,422
2140.0,Country 2,140,4.0,356,4,2,2,422
2141.0,All,48,7.0,623,3,2,1,321
2141.0,Country 2,48,7.0,623,3,2,1,321
2142.0,All,48,7.0,623,3,2,1,321
2142.0,Country 2,48,7.0,623,3,2,1,321
2143.0,All,48,7.0,623,3,2,1,321
2143.0,Country 2,48,7.0,623,3,2,1,321
2144.0,All,48,7.0,623,3,2,1,321
2144.0,Country 2,48,7.0,623,3,2,1,321
2145.0,All,171,3.0,267,4,3,2,432
2145.0,Country 2,171,3.0,267,4,3,2,432
2146.0,All,171,3.0,267,4,3,2,432
2146.0,Country 2,171,3.0,267,4,3,2,432
2147.0,All,48,7.0,623,3,2,1,321
2147.0,Country 2,48,7.0,623,3,2,1,321
2148.0,All,48,7.0,623,3,2,1,321
2148.0,Country 2,48,7.0,623,3,2,1,321
2149.0,All,48,7.0,623,3,2,1,321
2149.0,Country 2,48,7.0,623,3,2,1,321
2150.0,All,171,3.0,267,4,3,2,432
2150.0,Country 2,171,3.0,267,4,3,2,432
2151.0,All,48,7.0,623,3,2,1,321
2151.0,Country 2,48,7.0,623,3,2,1,321
2152.0,All,48,7.0,623,3,2,1,321
2152.0,Country 2,48,7.0,623,3,2,1,321
2153.0,All,48,7.0,623,3,2,1,321
2153.0,Country 2,48,7.0,623,3,2,1,321
2154.0,All,171,3.0,117,4,3,3,433
2154.0,Country 1,171,3.0,117,4,3,3,433
2156.0,All,48,7.0,273,3,2,2,322
2156.0,Country 1,48,7.0,273,3,2,2,322
2157.0,All,201,2.0,78,4,3,4,434
2157.0,Country 1,201,2.0,78,4,3,4,434
2158.0,All,110,5.0,195,3,2,2,322
2158.0,Country 1,110,5.0,195,3,2,2,322
2159.0,All,110,5.0,195,3,2,2,322
2159.0,Country 1,110,5.0,195,3,2,2,322
2164.0,All,171,3.0,117,4,3,3,433
2164.0,Country 1,171,3.0,117,4,3,3,433
2165.0,All,171,3.0,117,4,3,3,433
2165.0,Country 1,171,3.0,117,4,3,3,433
2166.0,All,19,8.0,312,2,1,2,212
2166.0,Country 1,19,8.0,312,2,1,2,212
2167.0,All,110,5.0,445,3,2,1,321
2167.0,Country 1,110,5.0,445,3,2,1,321
2168.0,All,171,3.0,267,4,3,2,432
2168.0,Country 1,171,3.0,267,4,3,2,432
2169.0,All,48,7.0,623,3,2,1,321
2169.0,Country 1,48,7.0,623,3,2,1,321
2170.0,All,201,2.0,178,4,3,3,433
2170.0,Country 1,201,2.0,178,4,3,3,433
2171.0,All,19,8.0,712,2,1,1,211
2171.0,Country 1,19,8.0,712,2,1,1,211
2172.0,All,171,3.0,297,4,3,2,432
2172.0,Country 1,171,3.0,297,4,3,2,432
2173.0,All,171,3.0,297,4,3,2,432
2173.0,Country 1,171,3.0,297,4,3,2,432
2174.0,All,232,1.0,99,4,4,3,443
2174.0,Country 1,232,1.0,99,4,4,3,443
2175.0,All,171,3.0,297,4,3,2,432
2175.0,Country 1,171,3.0,297,4,3,2,432
2176.0,All,19,8.0,722,2,1,1,211
2176.0,Country 1,19,8.0,722,2,1,1,211
2178.0,All,201,2.0,198,4,3,2,432
2178.0,Country 1,201,2.0,198,4,3,2,432
2180.0,All,48,7.0,273,3,2,2,322
2180.0,Country 1,48,7.0,273,3,2,2,322
2181.0,All,170,3.0,267,4,3,2,432
2181.0,Country 2,170,3.0,267,4,3,2,432
2182.0,All,18,8.0,712,2,1,1,211
2182.0,Country 2,18,8.0,712,2,1,1,211
2183.0,All,18,8.0,712,2,1,1,211
2183.0,Country 2,18,8.0,712,2,1,1,211
2184.0,All,47,7.0,623,3,2,1,321
2184.0,Country 2,47,7.0,623,3,2,1,321
2185.0,All,200,2.0,78,4,3,4,434
2185.0,Country 1,200,2.0,78,4,3,4,434
2186.0,All,18,8.0,312,2,1,2,212
2186.0,Country 1,18,8.0,312,2,1,2,212
2187.0,All,18,8.0,312,2,1,2,212
2187.0,Country 1,18,8.0,312,2,1,2,212
2188.0,All,170,3.0,267,4,3,2,432
2188.0,Country 1,170,3.0,267,4,3,2,432
2189.0,All,231,1.0,89,4,4,4,444
2189.0,Country 1,231,1.0,89,4,4,4,444
2190.0,All,18,8.0,712,2,1,1,211
2190.0,Country 1,18,8.0,712,2,1,1,211
2193.0,All,47,7.0,273,3,2,2,322
2193.0,Country 1,47,7.0,273,3,2,2,322
2194.0,All,169,3.0,267,4,3,2,432
2194.0,Country 2,169,3.0,267,4,3,2,432
2195.0,All,138,4.0,356,4,2,2,422
2195.0,Country 2,138,4.0,356,4,2,2,422
2196.0,All,169,3.0,267,4,3,2,432
2196.0,Country 2,169,3.0,267,4,3,2,432
2197.0,All,169,3.0,267,4,3,2,432
2197.0,Country 2,169,3.0,267,4,3,2,432
2198.0,All,199,2.0,178,4,3,3,433
2198.0,Country 2,199,2.0,178,4,3,3,433
2199.0,All,169,3.0,267,4,3,2,432
2199.0,Country 2,169,3.0,267,4,3,2,432
2200.0,All,17,8.0,712,1,1,1,111
2200.0,Country 2,17,8.0,712,1,1,1,111
2201.0,All,77,6.0,534,3,2,1,321
2201.0,Country 2,77,6.0,534,3,2,1,321
2202.0,All,169,3.0,267,4,3,2,432
2202.0,Country 2,169,3.0,267,4,3,2,432
2203.0,All,46,7.0,623,3,2,1,321
2203.0,Country 2,46,7.0,623,3,2,1,321
2204.0,All,46,7.0,623,3,2,1,321
2204.0,Country 2,46,7.0,623,3,2,1,321
2205.0,All,46,7.0,623,3,2,1,321
2205.0,Country 2,46,7.0,623,3,2,1,321
2206.0,All,199,2.0,178,4,3,3,433
2206.0,Country 2,199,2.0,178,4,3,3,433
2207.0,All,230,1.0,89,4,4,4,444
2207.0,Country 2,230,1.0,89,4,4,4,444
2208.0,All,46,7.0,623,3,2,1,321
2208.0,Country 2,46,7.0,623,3,2,1,321
2209.0,All,46,7.0,623,3,2,1,321
2209.0,Country 2,46,7.0,623,3,2,1,321
2210.0,All,46,7.0,623,3,2,1,321
2210.0,Country 2,46,7.0,623,3,2,1,321
2211.0,All,46,7.0,553,3,2,1,321
2211.0,Country 2,46,7.0,553,3,2,1,321
2212.0,All,46,7.0,553,3,2,1,321
2212.0,Country 2,46,7.0,553,3,2,1,321
2213.0,All,199,2.0,178,4,3,3,433
2213.0,Country 2,199,2.0,178,4,3,3,433
2214.0,All,46,7.0,623,3,2,1,321
2214.0,Country 2,46,7.0,623,3,2,1,321
2215.0,All,46,7.0,623,3,2,1,321
2215.0,Country 2,46,7.0,623,3,2,1,321
2216.0,All,46,7.0,623,3,2,1,321
2216.0,Country 2,46,7.0,623,3,2,1,321
2217.0,All,17,8.0,312,1,1,2,112
2217.0,Country 1,17,8.0,312,1,1,2,112
2222.0,All,46,7.0,273,3,2,2,322
2222.0,Country 1,46,7.0,273,3,2,2,322
2224.0,All,46,7.0,693,3,2,1,321
2224.0,Country 1,46,7.0,693,3,2,1,321
2227.0,All,46,7.0,623,3,2,1,321
2227.0,Country 1,46,7.0,623,3,2,1,321
2228.0,All,230,1.0,89,4,4,4,444
2228.0,Country 1,230,1.0,89,4,4,4,444
2231.0,All,168,3.0,267,4,3,2,432
2231.0,Country 2,168,3.0,267,4,3,2,432
2232.0,All,107,5.0,445,3,2,1,321
2232.0,Country 2,107,5.0,445,3,2,1,321
2233.0,All,16,8.0,712,1,1,1,111
2233.0,Country 2,16,8.0,712,1,1,1,111
2234.0,All,137,4.0,356,4,2,2,422
2234.0,Country 2,137,4.0,356,4,2,2,422
2235.0,All,45,7.0,623,3,2,1,321
2235.0,Country 2,45,7.0,623,3,2,1,321
2236.0,All,45,7.0,623,3,2,1,321
2236.0,Country 2,45,7.0,623,3,2,1,321
2237.0,All,45,7.0,623,3,2,1,321
2237.0,Country 2,45,7.0,623,3,2,1,321
2238.0,All,168,3.0,117,4,3,3,433
2238.0,Country 1,168,3.0,117,4,3,3,433
2239.0,All,16,8.0,312,1,1,2,112
2239.0,Country 1,16,8.0,312,1,1,2,112
2240.0,All,168,3.0,267,4,3,2,432
2240.0,Country 1,168,3.0,267,4,3,2,432
2241.0,All,168,3.0,267,4,3,2,432
2241.0,Country 1,168,3.0,267,4,3,2,432
2242.0,All,229,1.0,89,4,4,4,444
2242.0,Country 1,229,1.0,89,4,4,4,444
2244.0,All,168,3.0,117,4,3,3,433
2244.0,Country 1,168,3.0,117,4,3,3,433
2245.0,All,136,4.0,356,4,2,2,422
2245.0,Country 2,136,4.0,356,4,2,2,422
2246.0,All,197,2.0,178,4,3,3,433
2246.0,Country 2,197,2.0,178,4,3,3,433
2247.0,All,136,4.0,356,4,2,2,422
2247.0,Country 2,136,4.0,356,4,2,2,422
2248.0,All,15,8.0,712,1,1,1,111
2248.0,Country 2,15,8.0,712,1,1,1,111
2249.0,All,15,8.0,712,1,1,1,111
2249.0,Country 2,15,8.0,712,1,1,1,111
2250.0,All,44,7.0,623,3,2,1,321
2250.0,Country 2,44,7.0,623,3,2,1,321
2251.0,All,44,7.0,273,3,2,2,322
2251.0,Country 1,44,7.0,273,3,2,2,322
2253.0,All,136,4.0,156,4,2,3,423
2253.0,Country 1,136,4.0,156,4,2,3,423
2254.0,All,106,5.0,195,3,2,2,322
2254.0,Country 1,106,5.0,195,3,2,2,322
2255.0,All,106,5.0,195,3,2,2,322
2255.0,Country 1,106,5.0,195,3,2,2,322
2256.0,All,75,6.0,534,3,2,1,321
2256.0,Country 1,75,6.0,534,3,2,1,321
2258.0,All,15,8.0,312,1,1,2,112
2258.0,Country 1,15,8.0,312,1,1,2,112
2259.0,All,106,5.0,445,3,2,1,321
2259.0,Country 1,106,5.0,445,3,2,1,321
2260.0,All,136,4.0,356,4,2,2,422
2260.0,Country 1,136,4.0,356,4,2,2,422
2261.0,All,44,7.0,623,3,2,1,321
2261.0,Country 1,44,7.0,623,3,2,1,321
2262.0,All,15,8.0,712,1,1,1,111
2262.0,Country 1,15,8.0,712,1,1,1,111
2263.0,All,44,7.0,273,3,2,2,322
2263.0,Country 1,44,7.0,273,3,2,2,322
2264.0,All,228,1.0,39,4,4,4,444
2264.0,Country 1,228,1.0,39,4,4,4,444
2265.0,All,44,7.0,623,3,2,1,321
2265.0,Country 1,44,7.0,623,3,2,1,321
2266.0,All,10,8.0,662,1,1,1,111
2266.0,Country 2,10,8.0,662,1,1,1,111
2267.0,All,14,8.0,712,1,1,1,111
2267.0,Country 2,14,8.0,712,1,1,1,111
2268.0,All,227,1.0,89,4,4,4,444
2268.0,Country 2,227,1.0,89,4,4,4,444
2269.0,All,43,7.0,623,3,2,1,321
2269.0,Country 2,43,7.0,623,3,2,1,321
2270.0,All,14,8.0,712,1,1,1,111
2270.0,Country 2,14,8.0,712,1,1,1,111
2271.0,All,43,7.0,623,3,2,1,321
2271.0,Country 2,43,7.0,623,3,2,1,321
2272.0,All,43,7.0,623,3,2,1,321
2272.0,Country 2,43,7.0,623,3,2,1,321
2273.0,All,43,7.0,623,3,2,1,321
2273.0,Country 2,43,7.0,623,3,2,1,321
2274.0,All,196,2.0,78,4,3,4,434
2274.0,Country 1,196,2.0,78,4,3,4,434
2275.0,All,227,1.0,39,4,4,4,444
2275.0,Country 1,227,1.0,39,4,4,4,444
2278.0,All,43,7.0,693,3,2,1,321
2278.0,Country 1,43,7.0,693,3,2,1,321
2279.0,All,166,3.0,117,4,3,3,433
2279.0,Country 1,166,3.0,117,4,3,3,433
2280.0,All,14,8.0,312,1,1,2,112
2280.0,Country 1,14,8.0,312,1,1,2,112
2281.0,All,43,7.0,623,3,2,1,321
2281.0,Country 1,43,7.0,623,3,2,1,321
2282.0,All,43,7.0,693,3,2,1,321
2282.0,Country 1,43,7.0,693,3,2,1,321
2285.0,All,52,7.0,623,3,2,1,321
2285.0,Country 1,52,7.0,623,3,2,1,321
2286.0,All,134,4.0,356,4,2,2,422
2286.0,Country 2,134,4.0,356,4,2,2,422
2287.0,All,165,3.0,267,4,3,2,432
2287.0,Country 2,165,3.0,267,4,3,2,432
2288.0,All,195,2.0,178,4,3,3,433
2288.0,Country 2,195,2.0,178,4,3,3,433
2289.0,All,73,6.0,234,3,2,2,322
2289.0,Country 2,73,6.0,234,3,2,2,322
2291.0,All,73,6.0,234,3,2,2,322
2291.0,Country 1,73,6.0,234,3,2,2,322
2293.0,All,226,1.0,39,4,4,4,444
2293.0,Country 1,226,1.0,39,4,4,4,444
2294.0,All,42,7.0,623,3,2,1,321
2294.0,Country 1,42,7.0,623,3,2,1,321
2295.0,All,13,8.0,712,1,1,1,111
2295.0,Country 1,13,8.0,712,1,1,1,111
2296.0,All,13,8.0,712,1,1,1,111
2296.0,Country 1,13,8.0,712,1,1,1,111
2297.0,All,225,1.0,89,4,4,4,444
2297.0,Country 2,225,1.0,89,4,4,4,444
2298.0,All,12,8.0,662,1,1,1,111
2298.0,Country 2,12,8.0,662,1,1,1,111
2299.0,All,194,2.0,178,4,3,3,433
2299.0,Country 2,194,2.0,178,4,3,3,433
2300.0,All,164,3.0,267,4,3,2,432
2300.0,Country 2,164,3.0,267,4,3,2,432
2301.0,All,225,1.0,89,4,4,4,444
